clave,clave_alterna,precio,max_usable,interior ,exterior,proveedor,material ,tipo
TFBR40-50-65-150,TFBR40-50-65-151,772.13,150,50,65,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-72-150,TFBR40-50-72-151,1158.7,150,50,72,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-93-150,TFBR40-50-93-151,2535.12,150,50,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-70-150,TFBR40-50-70-151,1043.78,150,50,70,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-90-150,TFBR40-50-90-151,2316.38,150,50,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-110-150,TFBR40-50-110-151,3902.47,150,50,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-75-150,TFBR40-50-75-151,1325.02,150,50,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-130-150,TFBR40-50-130-151,5802.05,150,50,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-100-150,TFBR40-50-100-151,3067.85,150,50,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-105-150,TFBR40-50-105-151,3474.58,150,50,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-120-150,TFBR40-50-120-151,4810.68,150,50,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-125-150,TFBR40-50-125-151,5290.49,150,50,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-135-150,TFBR40-50-135-151,6323.18,150,50,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-140-150,TFBR40-50-140-151,6865.99,150,50,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-150-150,TFBR40-50-150-151,8013.6,150,50,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-160-150,TFBR40-50-160-151,9234.79,150,50,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-170-150,TFBR40-50-170-151,10539.65,150,50,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-175-150,TFBR40-50-175-151,11217.53,150,50,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-180-150,TFBR40-50-180-151,11927.16,150,50,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-185-150,TFBR40-50-185-151,12646.87,150,50,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-200-150,TFBR40-50-200-151,14921.93,150,50,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-220-150,TFBR40-50-220-151,18239.76,150,50,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-230-150,TFBR40-50-230-151,20013.84,150,50,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-250-150,TFBR40-50-250-151,23790.82,150,50,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-260-150,TFBR40-50-260-151,25805.3,150,50,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-270-150,TFBR40-50-270-151,27892.37,150,50,270,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-280-150,TFBR40-50-280-151,30062.59,150,50,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-63-100,TFBR40-50-63-101,448.56,150,50,63,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-78-150,TFBR40-50-78-151,1512.5,150,50,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-80-150,TFBR40-50-80-151,1638.5,150,50,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-88-150,TFBR40-50-88-151,2170.22,150,50,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-95-150,TFBR40-50-95-151,2681.28,150,50,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-98-150,TFBR40-50-98-151,2911.61,150,50,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-50-85-150,TFBR40-50-85-151,1962.07,150,50,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-72-150,TFBR40-52-72-151,1074.53,150,52,72,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-70-150,TFBR40-52-70-151,959.62,150,52,70,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-110-150,TFBR40-52-110-151,3819.31,150,52,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-100-150,TFBR40-52-100-151,2984.69,150,52,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-120-150,TFBR40-52-120-151,4726.51,150,52,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-63-100,TFBR40-52-63-101,396.65,150,52,63,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-64-100,TFBR40-52-64-101,427.9,150,52,64,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-65-100,TFBR40-52-65-101,469.73,150,52,65,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-75-150,TFBR40-52-75-151,1251.94,150,52,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-78-150,TFBR40-52-78-151,1429.34,150,52,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-80-150,TFBR40-52-80-151,1555.34,150,52,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-88-150,TFBR40-52-88-151,2097.14,150,52,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-90-150,TFBR40-52-90-151,2232.72,150,52,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-92-150,TFBR40-52-92-151,2378.88,150,52,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-93-150,TFBR40-52-93-151,2451.96,150,52,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-98-150,TFBR40-52-98-151,2827.44,150,52,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-52-85-150,TFBR40-52-85-151,1888.99,150,52,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-54-65-100,TFBR40-54-65-101,417.31,150,54,65,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-70-100,TFBR40-55-70-101,562.97,150,55,70,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-72-150,TFBR40-55-72-151,949.54,150,55,72,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-90-150,TFBR40-55-90-151,2108.23,150,55,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-110-150,TFBR40-55-110-151,3693.82,150,55,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-80-150,TFBR40-55-80-151,1439.93,150,55,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-105-150,TFBR40-55-105-151,3265.92,150,55,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-120-150,TFBR40-55-120-151,4612.1,150,55,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-170-150,TFBR40-55-170-151,10340.57,150,55,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-65-100,TFBR40-55-65-101,386.57,150,55,65,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-75-150,TFBR40-55-75-151,1126.94,150,55,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-78-150,TFBR40-55-78-151,1314.94,150,55,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-88-150,TFBR40-55-88-151,1972.15,150,55,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-92-150,TFBR40-55-92-151,2253.89,150,55,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-93-150,TFBR40-55-93-151,2326.97,150,55,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-98-150,TFBR40-55-98-151,2713.03,150,55,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-85-150,TFBR40-55-85-151,1763.5,150,55,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-95-150,TFBR40-55-95-151,2483.71,150,55,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-55-100-150,TFBR40-55-100-151,2869.78,150,55,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-100-150,TFBR40-57-100-151,2775.53,150,57,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-110-150,TFBR40-57-110-151,3610.66,150,57,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-120-150,TFBR40-57-120-151,4518.36,150,57,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-70-100,TFBR40-57-70-101,511.06,150,57,70,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-72-100,TFBR40-57-72-101,584.14,150,57,72,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-75-150,TFBR40-57-75-151,1043.78,150,57,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-78-150,TFBR40-57-78-151,1220.69,150,57,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-80-150,TFBR40-57-80-151,1346.18,150,57,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-85-150,TFBR40-57-85-151,1679.83,150,57,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-88-150,TFBR40-57-88-151,1888.99,150,57,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-90-150,TFBR40-57-90-151,2024.06,150,57,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-92-150,TFBR40-57-92-151,2170.22,150,57,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-93-150,TFBR40-57-93-151,2243.3,150,57,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-57-98-150,TFBR40-57-98-151,2619.29,150,57,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-58-70-100,TFBR40-58-70-101,479.81,150,58,70,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-75-100,TFBR40-60-75-101,605.3,150,60,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-90-150,TFBR40-60-90-151,1888.99,150,60,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-95-150,TFBR40-60-95-151,2253.89,150,60,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-110-150,TFBR40-60-110-151,3474.58,150,60,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-100-150,TFBR40-60-100-151,2639.95,150,60,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-115-150,TFBR40-60-115-151,3923.14,150,60,115,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-120-150,TFBR40-60-120-151,4382.78,150,60,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-125-150,TFBR40-60-125-151,4872.67,150,60,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-140-150,TFBR40-60-140-151,6438.1,150,60,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-150-150,TFBR40-60-150-151,7586.21,150,60,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-160-150,TFBR40-60-160-151,8816.98,150,60,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-170-150,TFBR40-60-170-151,10121.83,150,60,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-180-150,TFBR40-60-180-151,11499.26,150,60,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-185-150,TFBR40-60-185-151,12219.48,150,60,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-190-150,TFBR40-60-190-151,12959.86,150,60,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-240-150,TFBR40-60-240-151,21443.18,150,60,240,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-250-150,TFBR40-60-250-151,23374.01,150,60,250,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-280-150,TFBR40-60-280-151,29634.7,150,60,280,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-72-100,TFBR40-60-72-101,489.89,150,60,72,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-78-150,TFBR40-60-78-151,1085.62,150,60,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-88-150,TFBR40-60-88-151,1752.91,150,60,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-92-150,TFBR40-60-92-151,2035.15,150,60,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-93-150,TFBR40-60-93-151,2108.23,150,60,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-98-150,TFBR40-60-98-151,2483.71,150,60,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-85-150,TFBR40-60-85-151,1544.26,150,60,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-80-150,TFBR40-60-80-151,1210.1,150,60,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-105-150,TFBR40-60-105-151,3046.68,150,60,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-60-130-150,TFBR40-60-130-151,5373.65,150,60,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-90-150,TFBR40-62-90-151,1794.74,150,62,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-100-150,TFBR40-62-100-151,2546.21,150,62,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-110-150,TFBR40-62-110-151,3381.34,150,62,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-75-100,TFBR40-62-75-101,542.81,150,62,75,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-76-100,TFBR40-62-76-101,584.14,150,62,76,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-78-150,TFBR40-62-78-151,991.37,150,62,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-80-150,TFBR40-62-80-151,1116.86,150,62,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-85-150,TFBR40-62-85-151,1450.51,150,62,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-88-150,TFBR40-62-88-151,1658.66,150,62,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-93-150,TFBR40-62-93-151,2013.98,150,62,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-62-98-150,TFBR40-62-98-151,2389.46,150,62,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-80-100,TFBR40-65-80-101,657.22,150,65,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-85-150,TFBR40-65-85-151,1304.35,150,65,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-100-150,TFBR40-65-100-151,2400.05,150,65,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-95-150,TFBR40-65-95-151,2013.98,150,65,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-105-150,TFBR40-65-105-151,2807.28,150,65,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-120-150,TFBR40-65-120-151,4142.38,150,65,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-125-150,TFBR40-65-125-151,4633.27,150,65,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-130-150,TFBR40-65-130-151,5134.25,150,65,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-135-150,TFBR40-65-135-151,5655.89,150,65,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-180-150,TFBR40-65-180-151,11258.86,150,65,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-185-150,TFBR40-65-185-151,11979.07,150,65,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-220-150,TFBR40-65-220-151,17571.96,150,65,220,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-78-100,TFBR40-65-78-101,574.06,150,65,78,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-88-150,TFBR40-65-88-151,1502.42,150,65,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-92-150,TFBR40-65-92-151,1794.74,150,65,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-93-150,TFBR40-65-93-151,1867.82,150,65,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-98-150,TFBR40-65-98-151,2243.3,150,65,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-90-150,TFBR40-65-90-151,1648.58,150,65,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-110-150,TFBR40-65-110-151,3235.18,150,65,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-65-145-150,TFBR40-65-145-151,6761.66,150,65,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-90-150,TFBR40-68-90-151,1492.34,150,68,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-100-150,TFBR40-68-100-151,2243.3,150,68,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-105-150,TFBR40-68-105-151,2650.54,150,68,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-110-150,TFBR40-68-110-151,3077.93,150,68,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-158-150,TFBR40-68-158-151,8170.85,150,68,158,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-80-100,TFBR40-68-80-101,552.89,150,68,80,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-85-150,TFBR40-68-85-151,1147.61,150,68,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-88-150,TFBR40-68-88-151,1356.26,150,68,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-92-150,TFBR40-68-92-151,1638.5,150,68,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-93-150,TFBR40-68-93-151,1711.58,150,68,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-98-150,TFBR40-68-98-151,2087.06,150,68,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-68-120-150,TFBR40-68-120-151,3986.14,150,68,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-100-150,TFBR40-70-100-151,2139.48,150,70,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-95-150,TFBR40-70-95-151,1752.91,150,70,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-105-150,TFBR40-70-105-151,2546.21,150,70,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-85-150,TFBR40-70-85-151,1043.78,150,70,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-160-150,TFBR40-70-160-151,8316.5,150,70,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-135-150,TFBR40-70-135-151,5394.82,150,70,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-110-150,TFBR40-70-110-151,2973.6,150,70,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-120-150,TFBR40-70-120-151,3881.3,150,70,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-130-150,TFBR40-70-130-151,4872.67,150,70,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-140-150,TFBR40-70-140-151,5937.62,150,70,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-145-150,TFBR40-70-145-151,6501.1,150,70,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-150-150,TFBR40-70-150-151,7085.23,150,70,150,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-170-150,TFBR40-70-170-151,9610.27,150,70,170,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-175-150,TFBR40-70-175-151,10299.24,150,70,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-180-150,TFBR40-70-180-151,10998.29,150,70,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-185-150,TFBR40-70-185-151,11718.5,150,70,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-190-150,TFBR40-70-190-151,12458.88,150,70,190,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-200-150,TFBR40-70-200-151,13993.06,150,70,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-88-150,TFBR40-70-88-151,1241.86,150,70,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-92-150,TFBR40-70-92-151,1533.67,150,70,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-93-150,TFBR40-70-93-151,1606.75,150,70,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-98-150,TFBR40-70-98-151,1982.23,150,70,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-90-150,TFBR40-70-90-151,1388.02,150,70,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-70-125-150,TFBR40-70-125-151,4372.2,150,70,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-110-150,TFBR40-73-110-151,2807.28,150,73,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-100-150,TFBR40-73-100-151,1972.15,150,73,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-120-150,TFBR40-73-120-151,3714.98,150,73,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-85-100,TFBR40-73-85-101,584.14,150,73,85,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-88-100,TFBR40-73-88-101,730.3,150,73,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-90-150,TFBR40-73-90-151,1220.69,150,73,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-92-150,TFBR40-73-92-151,1366.85,150,73,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-93-150,TFBR40-73-93-151,1439.93,150,73,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-73-98-150,TFBR40-73-98-151,1815.91,150,73,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-95-150,TFBR40-75-95-151,1471.18,150,75,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-100-150,TFBR40-75-100-151,1857.74,150,75,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-110-150,TFBR40-75-110-151,2692.37,150,75,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-105-150,TFBR40-75-105-151,2264.47,150,75,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-130-150,TFBR40-75-130-151,4591.44,150,75,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-120-150,TFBR40-75-120-151,3600.07,150,75,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-125-150,TFBR40-75-125-151,4090.46,150,75,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-160-150,TFBR40-75-160-151,8034.77,150,75,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-180-150,TFBR40-75-180-151,10716.05,150,75,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-185-150,TFBR40-75-185-151,11436.26,150,75,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-75-145-150,TFBR40-75-145-151,6218.86,150,75,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-100-150,TFBR40-76-100-151,1804.82,150,76,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-120-150,TFBR40-76-120-151,3547.66,150,76,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-88-100,TFBR40-76-88-101,605.3,150,76,88,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-92-150,TFBR40-76-92-151,1189.94,150,76,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-98-150,TFBR40-76-98-151,1648.58,150,76,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-76-110-150,TFBR40-76-110-151,2629.37,150,76,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-100-150,TFBR40-78-100-151,1679.83,150,78,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-102-150,TFBR40-78-102-151,1847.16,150,78,102,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-105-150,TFBR40-78-105-151,2087.06,150,78,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-108-150,TFBR40-78-108-151,2337.55,150,78,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-110-150,TFBR40-78-110-151,2514.96,150,78,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-120-150,TFBR40-78-120-151,3422.66,150,78,120,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-90-100,TFBR40-78-90-101,625.97,150,78,90,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-92-100,TFBR40-78-92-101,720.22,150,78,92,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-93-100,TFBR40-78-93-101,772.13,150,78,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-78-98-150,TFBR40-78-98-151,1523.59,150,78,98,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-125-150,TFBR40-80-125-151,3788.06,150,80,125,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-105-150,TFBR40-80-105-151,1962.07,150,80,105,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-110-150,TFBR40-80-110-151,2389.46,150,80,110,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-145-150,TFBR40-80-145-151,5926.54,150,80,145,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-130-150,TFBR40-80-130-151,4288.54,150,80,130,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-135-150,TFBR40-80-135-151,4820.76,150,80,135,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-100-150,TFBR40-80-100-151,1555.34,150,80,100,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-95-150,TFBR40-80-95-151,1168.78,150,80,95,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-102-150,TFBR40-80-102-151,1721.66,150,80,102,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-108-150,TFBR40-80-108-151,2222.64,150,80,108,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-140-150,TFBR40-80-140-151,5363.57,150,80,140,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-160-150,TFBR40-80-160-151,7732.37,150,80,160,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-175-150,TFBR40-80-175-151,9714.6,150,80,175,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-180-150,TFBR40-80-180-151,10413.65,150,80,180,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-185-150,TFBR40-80-185-151,11133.86,150,80,185,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-200-150,TFBR40-80-200-151,13419,150,80,200,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-230-150,TFBR40-80-230-151,18501.34,150,80,230,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-260-150,TFBR40-80-260-151,24292.3,150,80,260,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-360-150,TFBR40-80-360-151,48709.58,150,80,360,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-93-100,TFBR40-80-93-101,688.97,150,80,93,YANKO,PTFE BRONCE YANKO,PTFE
TFBR40-80-98-150,TFBR40-80-98-151,1398.1,150,80,98,YANKO,PTFE BRONCE YANKO,PTFE
